Date,TICK1.NS,TICK2.NS,TICK3.NS,TICK4.NS,TICK5.NS,TICK6.NS,TICK7.NS,TICK8.NS,TICK9.NS,TICK10.NS,TICK11.NS,TICK12.NS,TICK13.NS,TICK14.NS,TICK15.NS,TICK16.NS,TICK17.NS,TICK18.NS,TICK19.NS,TICK20.NS,TICK21.NS,TICK22.NS,TICK23.NS,TICK24.NS,TICK25.NS,TICK26.NS,TICK27.NS,TICK28.NS,TICK29.NS,TICK30.NS
2021-01-01,610.7217246931633,270.0953204455045,859.8747676784246,469.3904682937544,686.3860863051196,978.3579860212039,320.3549665214108,142.90100722680086,1232.2706868538935,1422.9994256636671,1128.4707275209516,990.1837419785207,1099.618642519871,393.2233468161893,457.26027079109315,1372.6226142057428,371.637278565128,597.6438715986676,761.5891500987179,366.4589841711506,803.4561256961236,155.64805617413882,1123.8216562002126,686.8243801093099,946.669308491289,1030.30411068404,1204.0143519425458,840.9696552113219,1038.425266210907,612.82252265832
2021-01-04,614.8612232278789,267.6172033260619,845.9617029616417,455.96923151039005,670.9300363145878,966.7862564292482,324.0481576444985,142.55302168464073,1227.1247612411246,1411.7891801310882,1116.7803377708362,1025.281634667575,1115.6496847360197,398.2476427595406,462.8198996800185,1395.6275523250702,368.5967158993043,592.0466531627544,752.0407123892167,361.82911096209546,818.1607681757191,158.60851910631754,1119.9350949358488,709.4052620193854,976.3583263811378,1050.9477360346116,1193.6138705196915,818.44736940745,1033.3986119701876,623.0424568608175
2021-01-05,618.5386011222354,274.44548905510345,824.8745762294578,447.744824991973,678.1293475366776,965.375827300445,325.4308891476419,142.99654238611075,1238.6958013180158,1425.3648670585656,1138.1210577436655,974.2439929758744,1057.172111374212,393.39512455636935,473.12517140457237,1347.682548634676,374.355457298798,567.9766124394215,751.0818997727657,361.0030310257149,824.5592961767553,160.23621532870206,1116.4274197181437,733.150974598436,970.3432696875526,1026.7667789387062,1215.5070924798313,810.3476923870458,1037.7620933746373,620.6660423334719
2021-01-06,631.2868707762216,269.6448484793275,824.2479363786241,438.9335885647291,691.5969495245345,961.1377903091294,321.32328160926306,145.13725394479317,1263.6613460876324,1382.537375941462,1150.146739753413,959.6543694334316,1039.978382504481,416.48040976435306,480.46852614515365,1350.5219528438588,379.53561079589394,559.9690584310496,772.2516708143883,354.84724686034383,805.6052264434217,163.36357953426074,1147.6167761783215,725.6031735172129,986.2265630395792,1011.4212858964803,1204.7313329796423,832.362892795047,1043.411434811085,631.0558074592051
2021-01-07,624.2053707339313,268.74492689521975,817.1861061478124,440.9286938538611,686.6797797770183,982.9908683683623,326.38948291740013,147.04611598010064,1245.1135389505177,1405.1550031825561,1127.23674456243,951.2279961637156,1013.6257345463747,406.009387891791,475.8812610631082,1349.170176425531,368.04706322060434,553.9174374706681,755.8623383619121,351.09724395225084,811.840381404155,160.7832173532471,1152.5547427849467,723.1580815144737,991.7394259527159,1057.916672683671,1221.6174306536643,828.7916743285745,1057.7222621418923,643.2384670164776
2021-01-08,617.898776598467,266.48891504378884,850.3640138791517,441.71658349051376,703.1924075009226,987.0489725672019,322.4440980740375,147.8659563223736,1223.0509951006602,1390.1167750051027,1119.4056999408149,962.6755183778313,1023.1110993952703,397.3760980829008,483.8129741267551,1369.284113436478,363.8248982752974,552.1963254336498,764.3095100774342,353.1070317325861,812.5322321638602,158.25762920469194,1144.2950180473777,717.4989367261936,972.8418489562791,1053.8037268412031,1223.4120395739133,809.2753263329861,1095.13473933966,645.48516980181
2021-01-11,611.0848340012641,274.30758193968205,880.8047057259181,435.5172011991712,710.2494173724369,973.0006650324843,302.5836663923565,151.4606705451597,1205.8577062083054,1391.0111673048636,1138.1905575534472,967.2716829899116,1030.4330127200963,399.39155056059565,484.8923187226784,1364.691490542056,373.07010549458914,553.872242493382,734.6412956289331,349.7055751507126,820.567894742877,158.38509588810916,1141.431567073562,708.1497733948064,995.8078888996904,1055.2266703157586,1224.5868770650673,821.1404879186796,1106.2356301876919,636.4182510328407
2021-01-12,600.0354077847024,275.4956342817297,862.9354185220059,437.2315787066059,700.6488137747903,1010.1778661757181,303.4832654725969,146.91997118258138,1197.9160366492106,1388.9837823998732,1141.254125305725,964.4314881634504,1038.2215962898124,416.4599722678883,492.31361727546556,1336.8863262735765,375.41317199078867,558.1088208983662,740.2386876317787,348.1373901590711,846.3521498553057,153.59482803258626,1140.3595497518854,682.3519520816774,987.1224223054593,1035.379610003118,1204.8349344313112,832.8094273717372,1118.0515471402578,642.2867160750332
2021-01-13,568.9229837040338,281.29120585306333,851.0137913409156,432.6259554094575,720.5672646608465,1011.5781410245842,300.2416166977151,148.46140208389986,1177.5381825958034,1354.2161704317548,1166.4982761217907,964.5858484200493,1032.2914350924755,409.66172257009924,500.4108709878357,1337.6176211398665,378.074631426065,558.1654647864134,762.8394308929882,338.07826188539684,843.669738373144,152.82765072208085,1139.9281803592921,682.4236301789591,1024.2140296034231,1068.2032849206794,1218.0434050742128,822.5960800885586,1094.020811844098,648.7993069346826
2021-01-14,579.9642960041374,273.0462209614226,852.609784441461,430.4485047586879,704.4024647320883,1027.5376004842453,302.6563429529853,150.38112192234053,1161.9987361475216,1323.5273479416574,1158.994269801908,946.1039394010401,1028.4769828221633,407.6475931355485,516.9256882238403,1309.1841367423483,380.0328948252002,551.897901961621,765.3065255734882,345.8740502099511,847.0701576354592,153.66171269218108,1161.5282182155483,665.1505928451606,1008.9892273739092,1079.3197177469433,1252.7606528316287,814.2890685540243,1139.283599653324,657.8039197248925
2021-01-15,589.6664616545386,274.61378076785405,876.7766067343123,445.0273831616775,699.3772514921869,1015.449103404225,314.8768296827985,146.7131390256421,1182.9359819033768,1349.674807819088,1136.2804092274798,918.151631644394,1028.3004807116172,416.59377563090277,513.4665183642433,1259.297355441265,378.1961115832938,530.4471908020765,755.3856337541952,349.5407757991724,832.7654890162372,159.20778065516498,1184.7287252415258,664.9620641370749,989.1232154432518,1063.0305954707226,1227.345161291281,807.5238088789525,1128.9083138345443,669.4523545557865
2021-01-18,571.9307568889119,279.60972380563453,878.1270730619399,457.1362315971104,696.7711647868351,1023.2297918180915,327.77254533468016,142.36200699026895,1181.1297183535423,1360.9848710121641,1186.5858749461286,931.8598489261813,1020.4625015107124,416.6115878902434,508.0694450613517,1278.1143427437728,378.0369077317462,524.5559529749776,774.3085900990982,355.22364728563826,848.4493998299321,160.55378115028932,1161.7283363979327,693.3661954580891,976.4056505530463,1042.3264739367546,1207.4061186255185,804.5032828572563,1069.3104422690133,651.4820498983062
2021-01-19,567.2632750023148,280.1817157654553,867.1111333511009,445.4373727036813,705.4839217150516,1030.0058239642185,326.82119914261904,140.29507542859193,1188.8471815148812,1390.11128214807,1147.1699820470392,945.1613303302944,1036.732393821754,413.99023566239833,512.8164741821404,1293.4277265087267,375.1343485888508,514.563679936707,780.0211575132965,364.5335285517556,860.7135097351742,162.62565856437925,1187.006608053223,686.5802885039112,1005.9946722745955,1049.1475406404732,1278.9951501702124,774.3670552556506,1021.0696387509278,645.098447716786
2021-01-20,559.0673776361491,286.2643508437661,866.436836346071,453.0074242181063,721.5045204246975,991.4908307716261,321.549474034752,138.49497332722694,1176.2283583601331,1399.6935481812156,1136.1608304003048,975.4914510929128,1014.9679881476835,418.83916172367316,525.1498838994216,1306.0280651545786,381.7047160545785,519.565925830489,782.7293068349745,358.6629867365958,864.7857269110197,166.4781818579814,1205.3184987230288,689.5294804788565,974.865174414809,1050.4947756498684,1253.8858702974812,771.8670288560102,1028.1165864610382,620.8605334377694
2021-01-21,551.4266730912595,283.4172317367644,855.8925623372998,460.54000045118715,736.9849995802728,1031.8499629740147,325.43818585991824,140.6372674865975,1162.1991197651357,1404.2562869803442,1142.9720691480272,960.4685491901405,999.5036544629571,421.2895215200103,525.9697881249032,1340.5836980996164,378.84362349302666,529.2224471630043,767.1102105829216,356.23559521703544,846.9169900796641,163.33288430042953,1204.5296157350149,702.3085080799294,993.0574545441568,1068.3975222792417,1240.4798989129295,799.7146667052663,1002.3496476490191,630.3844848281286
2021-01-22,528.050365759347,291.51926563051296,866.5480346129744,450.14779294096337,740.577776684256,1058.8977317435154,323.15865023474424,138.96498128753507,1169.3014554823937,1356.3427642419833,1165.970584891603,974.1612810077082,1002.3286362446837,430.1402985877499,539.3053554359601,1323.2893133617,378.1393042107366,539.3683936807867,772.998086862229,342.87794047965536,835.6817329041203,162.85894890628876,1169.502757425397,706.5264506649288,1029.8474627907183,1080.5124765172327,1275.3051412020177,785.7041460974157,1003.8288175476359,627.9598817668948
2021-01-25,521.6136962386026,305.0393351919021,854.6064184404718,457.6992710430528,736.7227863897914,1050.90950644969,325.8200331379441,136.64051816367896,1172.7172733369043,1349.5511030907999,1181.5117920924004,969.0234233214255,995.3538478700253,441.42261097837223,546.9641207425757,1285.9430680604446,383.8517597910809,547.7496686658097,762.7216005498796,364.55072644886684,805.4090177604388,170.82409539315648,1174.9442779169071,710.9420175488445,1026.7706550128958,1075.229195175077,1311.8764543631478,776.8493610436451,974.2209443420157,633.6217447775749
2021-01-26,528.057925358373,302.9477502608089,846.223822475698,471.9605571108955,710.1125915364321,1028.162155273932,321.6439276422329,135.0236953567778,1191.4335285677967,1349.351792735871,1236.5999921876326,992.4829956013682,973.6793891789002,444.3095418692818,544.9817534519718,1284.6563591667864,381.4888297439395,546.5059949862269,767.7775612954359,363.6059180321458,794.5343423214287,170.62210539002714,1167.0970017369384,706.0734520084476,1019.1091719996318,1063.96505981669,1248.6943045842131,758.7702482805806,980.5541841693346,615.1747506122972
2021-01-27,555.3003073215045,300.3696496290356,866.2274334664198,461.5534038909987,691.7328062057657,1035.7204140948165,323.38525907968335,138.09854226498211,1222.9253327466445,1402.600107440854,1234.1861872717411,1013.165602359421,984.4273553745561,447.07965835725184,551.3398975581284,1276.2418523138617,381.10184710194966,541.0195604712413,768.830017567962,371.3051126320419,806.1244911847492,174.50010952977087,1180.5158700295142,703.0814237433268,1021.1452696378375,1060.987188692977,1268.309441892675,768.3635615174715,992.0124542195011,632.6577814089927
2021-01-28,559.9007818085538,309.2208492122497,853.2623485142577,453.2684942501806,716.4505705123756,1037.9305938032253,318.2630037512066,138.18980710164158,1206.5035928801467,1422.4316564036062,1213.1313840890846,1017.850670564149,973.5536194223608,449.1729835168151,546.76568634609,1255.252888139454,378.5240895186308,533.1520242271137,785.807576435665,362.25892341401277,812.8276066429811,177.9333568760767,1196.2545878248898,689.8633450178563,998.6308716222569,1049.7262771012258,1263.8702379786748,787.1607670882922,995.8978994875629,617.7986851987982
2021-01-29,561.4933542444805,319.1132703578319,828.9251214273717,462.6752792625323,690.4280542816209,1045.728959700339,325.92838994048304,137.74966973214538,1227.7666390961954,1466.6994700868952,1208.2862338039888,1011.3459908795902,957.4954177002685,453.74673733940983,549.5935592770597,1253.750371684089,377.9991907431671,517.2907630586765,777.0693031383,369.62283895089075,815.7487133520394,172.7444155179158,1228.2920950950966,701.8123991532256,1051.9230923546904,1047.4127741731393,1260.6004812821445,806.0576293090286,982.4267083900656,627.6162884938922
2021-02-01,555.929677610068,315.90388420188975,830.8315456134999,465.37263274933184,679.8715385350179,1050.1540119087017,322.21295171950317,137.50170517774245,1201.7427459641544,1484.8143146067848,1201.037083586406,1031.187227402795,954.5390604517656,454.42890597296787,538.0173696192002,1238.9158682452046,375.69852103937984,527.7592145154656,775.0590756921958,383.50284835520165,840.2913143103046,173.8861845088593,1202.714442734473,677.6491153602136,1066.4356427610333,1048.1761480559128,1290.4798284745918,786.2606832280285,1000.082136468091,629.3478839789457
2021-02-02,549.4780708936404,313.37547280335025,825.174024720388,470.69162112457184,695.7071918303166,1061.2066936317103,326.60215288875924,141.10991584306197,1252.066412838419,1464.2851760646156,1199.8769983293516,1044.9412959283814,937.8680453537418,454.6051472962366,537.499187546479,1193.9183129978467,371.8223888545731,526.1262109983696,787.7438977125815,383.19389271547936,845.7453049022529,174.46608614322457,1254.6324318275247,691.0813180751842,1040.830182740827,1029.771623614265,1282.009740174968,794.4345192511648,992.4942434501999,627.2151149091134
2021-02-03,560.1098102251283,311.73473529186424,833.9442300744115,474.08614758112356,698.9034557165301,1092.348986227681,318.47127939808155,139.0520486235395,1232.87714149929,1468.30095520437,1176.7796511327108,1031.0552716319194,937.6020410507265,465.66684632560185,548.4608293823908,1183.8613017149164,366.7064628128022,513.222015556822,784.3402521392227,375.5998979575212,836.3210831429188,175.68720494374352,1277.5994151229288,671.9563560042193,1024.4436111079576,1043.1726567751778,1269.3960370049456,817.5327034420119,989.1523917376733,624.0770309088247
2021-02-04,563.5940741335387,303.4771907025754,839.5728855300324,477.9802525207256,712.155295242548,1105.1972650260716,323.5742966607836,142.76615189971835,1250.3995452093648,1475.8252236954843,1195.703586816379,1004.0870173014353,931.2319946117035,479.97321387151516,557.0952142305352,1157.4286345537917,365.588369218872,504.94383296939804,784.3163117893353,374.70749963606386,824.9482001293037,173.10772154996727,1296.3609841484076,685.161740069655,1028.5236378913605,1035.8615245769583,1261.740747245713,826.1930416892069,979.4647030689962,616.3626523534531
2021-02-05,556.6555576956592,298.0227833398069,839.3727566312543,465.4908949646972,720.1717190559489,1082.4378161997852,317.44978546909505,143.42429329220136,1223.7100085254563,1448.6949642081292,1205.049928479169,998.6944093155776,922.0578675613408,465.6935025187204,564.2354116487054,1163.253928232046,373.17972550799743,496.3903524991102,778.2499171732717,358.1696977698681,821.4551225114236,169.31001680135094,1346.5666808235012,680.5873601271494,1002.3081438813446,1018.8343570547078,1253.4359026176262,834.42869393499,974.608200089903,632.5754084326467
2021-02-08,545.5051657858901,292.1568559296944,838.6837419676875,475.427428454035,741.6268233880871,1112.3685825007656,319.2349758101539,143.0215022797145,1220.4771897371995,1438.1372410583058,1175.0711583969216,1029.3625931830607,913.0893138095198,465.9731156247946,567.7052300688174,1148.4565296117348,377.9840194076292,497.0160474257649,776.01406993007,358.04156828388625,814.3874047286226,167.76587558604865,1355.6650987984099,664.0917099016045,972.5532014866109,1012.0772962349455,1262.6450720075172,826.8914233946705,1011.472734174226,632.9880099728571
2021-02-09,543.9585998747337,287.78737221984034,826.6761651077422,486.7387026743269,746.305410118988,1149.3128918621173,325.89550055999143,150.23236180595933,1258.6960214414778,1432.794072422974,1198.2911538054905,1053.3773581156245,931.6362608738067,459.74124305372595,569.7472209294008,1174.4491207235637,366.1971042687119,507.82582688659977,786.7379258834914,364.063592152583,830.2350822202344,167.50484867000776,1384.23295290294,672.0514951406576,978.656324520228,1017.385806756302,1296.568050239087,830.8623184740263,1011.7771617057723,617.1731649625864
